Date & Time,Hostname, % Packet Loss, Round trip time (ms)
2015-09-03 01:40:06,drcvodam5k01,0,188.
2015-09-03 01:50:07,drcvodam5k01,0,184.
2015-09-03 02:00:07,drcvodam5k01,0,190.
2015-09-03 02:10:07,drcvodam5k01,0,190.
2015-09-03 02:20:07,drcvodam5k01,0,187.
2015-09-03 02:50:07,drcvodam5k01,0,186.
2015-09-03 03:00:07,drcvodam5k01,0,188.
2015-09-03 03:10:07,drcvodam5k01,0,188.
2015-09-03 03:20:07,drcvodam5k01,0,186.
2015-09-03 03:40:07,drcvodam5k01,0,186.
2015-09-03 03:50:07,drcvodam5k01,0,185.
2015-09-03 04:00:07,drcvodam5k01,0,187.
2015-09-03 04:10:07,drcvodam5k01,0,186.
2015-09-03 04:20:06,drcvodam5k01,0,187.
2015-09-03 04:30:06,drcvodam5k01,0,186.
2015-09-03 04:40:06,drcvodam5k01,0,189.
2015-09-03 04:50:07,drcvodam5k01,0,341.
2015-09-03 05:00:07,drcvodam5k01,0,334.
2015-09-03 05:10:07,drcvodam5k01,0,205.
2015-09-03 05:20:07,drcvodam5k01,0,191.
2015-09-03 05:30:07,drcvodam5k01,0,186.
2015-09-03 05:40:06,drcvodam5k01,0,199.
2015-09-03 05:50:06,drcvodam5k01,0,187.
2015-09-03 06:00:07,drcvodam5k01,0,191.
2015-09-03 06:10:27,drcvodam5k01,0,
2015-09-03 06:20:06,drcvodam5k01,0,203.
2015-09-03 06:30:06,drcvodam5k01,0,186.
2015-09-03 06:50:06,drcvodam5k01,0,187.
2015-09-03 07:00:07,drcvodam5k01,0,188.
2015-09-03 07:10:07,drcvodam5k01,0,189.
2015-09-03 07:20:07,drcvodam5k01,0,191.
2015-09-03 07:30:07,drcvodam5k01,0,187.
2015-09-03 07:40:07,drcvodam5k01,0,194.
2015-09-03 07:50:07,drcvodam5k01,0,186.
2015-09-03 08:10:07,drcvodam5k01,0,192.
2015-09-03 08:20:07,drcvodam5k01,0,187.
2015-09-03 08:30:07,drcvodam5k01,0,186.
2015-09-03 08:50:06,drcvodam5k01,0,190.
2015-09-03 09:00:06,drcvodam5k01,0,187.
2015-09-03 09:10:08,drcvodam5k01,0,186.
2015-09-03 09:20:08,drcvodam5k01,0,187.
2015-09-03 09:30:07,drcvodam5k01,0,185.
2015-09-03 09:50:07,drcvodam5k01,0,188.
